Protein	Entry	Protein.description	Gene.names	Gene	Mitochondrion	Annotation..general.	AgingAnnotation..elife.paper.	ENSG	name	type	description	r_CTR_lower	r_CTR	r_CTR_upper	r_PAD_lower	r_PAD	r_PAD_upper	diff	r_CTR_pval	r_PAD_pval	group
PRS23_HUMAN	O95084	Serine protease 23 (EC 3.4.21.-) (Putative secreted protein Zsig13)	PRSS23 ZSIG13 UNQ270/PRO307	PRSS23	FALSE	Other	Others	ENSG00000150687	PRSS23	protein_coding	serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]	-0.5193496466	-0.1363333021	 0.2922949389	-0.2515657714	 1.504463e-01	 5.081835e-01	 0	5.350756e-01	0.4631976286	
PSA_HUMAN	P55786	Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)	NPEPPS PSA	NPEPPS	FALSE	Other	Others	ENSG00000141279	NPEPPS	protein_coding	aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]	-0.1503894515	 0.2359244513	 0.5597346706	-0.3971788419	-4.985516e-02	 3.099606e-01	 0	2.268051e-01	0.7899771570	
PTER_HUMAN	Q96BW5	Phosphotriesterase-related protein (EC 3.1.-.-) (Parathion hydrolase-related protein) (hPHRP)	PTER	PTER	FALSE	Other	Others	ENSG00000165983	PTER	protein_coding	phosphotriesterase related [Source:HGNC Symbol;Acc:HGNC:9590]	-0.5376504087	-0.2058673812	 0.1811203845	-0.4463860754	-1.093406e-01	 2.548743e-01	 0	2.932621e-01	0.5581944487	
PTGR1_HUMAN	Q14914	Prostaglandin reductase 1 (PRG-1) (15-oxoprostaglandin 13-reductase) (EC 1.3.1.48) (Dithiolethione-inducible gene 1 protein) (D3T-inducible gene 1 protein) (DIG-1) (Leukotriene B4 12-hydroxydehydrogenase) (NAD(P)H-dependent alkenal/one oxidoreductase) (EC 1.3.1.74)	PTGR1 LTB4DH	PTGR1	FALSE	Other	Others	ENSG00000106853	PTGR1	protein_coding	prostaglandin reductase 1 [Source:HGNC Symbol;Acc:HGNC:18429]	-0.3917348653	-0.0218514685	 0.3541122822	-0.5015778345	-1.790623e-01	 1.871524e-01	 0	9.121173e-01	0.3351327815	
PTN1_HUMAN	P18031	Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1B) (PTP-1B)	PTPN1 PTP1B	PTPN1	FALSE	Other	Others	ENSG00000196396	PTPN1	protein_coding	protein tyrosine phosphatase non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]	-0.3890354091	-0.0186679491	 0.3568946009	-0.2991094344	 6.177836e-02	 4.072045e-01	 0	9.248821e-01	0.7412882817	
PTN11_HUMAN	Q06124	Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3)	PTPN11 PTP2C SHPTP2	PTPN11	FALSE	Other	Others	ENSG00000179295	PTPN11	protein_coding	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]	-0.1742881571	 0.2126135169	 0.5426470328	-0.4251486032	-8.336758e-02	 2.792209e-01	 0	2.773769e-01	0.6556883705	
PTRD1_HUMAN	Q6GMV3	Putative peptidyl-tRNA hydrolase PTRHD1 (EC 3.1.1.29) (Peptidyl-tRNA hydrolase domain-containing protein 1)	PTRHD1 C2orf79	PTRHD1	FALSE	Other	Others	ENSG00000184924	PTRHD1	protein_coding	peptidyl-tRNA hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33782]	-0.3215715865	 0.0585268651	 0.4223810928	-0.2703074656	 9.293394e-02	 4.330148e-01	 0	7.673607e-01	0.6190133789	
PXDC2_HUMAN	Q6UX71	Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein)	PLXDC2 TEM7R UNQ2514/PRO6003	PLXDC2	FALSE	Other	Others	ENSG00000120594	PLXDC2	protein_coding	plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]	-0.6525180888	-0.1865111031	 0.3818565274	 0.0543701511	 5.512789e-01	 8.293372e-01	 1	5.231889e-01	0.0331604988	PAD_pos_CTR_ns
PYRD1_HUMAN	Q8WU10	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1 (EC 1.8.1.-)	PYROXD1	PYROXD1	FALSE	Other	Others	ENSG00000121350	PYROXD1	protein_coding	pyridine nucleotide-disulphide oxidoreductase domain 1 [Source:HGNC Symbol;Acc:HGNC:26162]	-0.5488821948	-0.1102693871	 0.3759554272	-0.3941436948	 4.524062e-02	 4.677915e-01	 0	6.631418e-01	0.8456098848	
PZP_HUMAN	P20742	Pregnancy zone protein (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 6)	PZP CPAMD6	PZP	FALSE	Other	Others	ENSG00000126838	PZP	protein_coding	PZP alpha-2-macroglobulin like [Source:HGNC Symbol;Acc:HGNC:9750]	-0.4983429482	-0.0410156284	 0.4341683211	-0.6582187724	-3.164493e-01	 1.334705e-01	 0	8.716296e-01	0.1622397288	
QOR_HUMAN	Q08257	Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta-crystallin)	CRYZ	CRYZ	FALSE	Other	Others	ENSG00000116791	CRYZ	protein_coding	crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]	-0.0795103923	 0.3025409579	 0.6070944928	-0.1615915985	 2.044553e-01	 5.210473e-01	 0	1.176211e-01	0.2699037327	
QORL1_HUMAN	O95825	Quinone oxidoreductase-like protein 1 (EC 1.-.-.-) (Protein 4P11) (Quinone oxidoreductase homolog 1) (QOH-1) (Zeta-crystallin homolog)	CRYZL1 4P11	CRYZL1	FALSE	Other	Others	ENSG00000205758	CRYZL1	protein_coding	crystallin zeta like 1 [Source:HGNC Symbol;Acc:HGNC:2420]	-0.4412957515	 0.0161508143	 0.4669347376	-0.4787661994	-4.598878e-02	 4.047695e-01	 0	9.476770e-01	0.8473298749	
QORX_HUMAN	Q53FA7	Quinone oxidoreductase PIG3 (EC 1.-.-.-) (Tumor protein p53-inducible protein 3) (p53-induced gene 3 protein)	TP53I3 PIG3	TP53I3	FALSE	Other	Others	ENSG00000115129	TP53I3	protein_coding	tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]	-0.5589417609	-0.1906691977	 0.2404293446	-0.5041666986	-1.451638e-01	 2.566176e-01	 0	3.835040e-01	0.4792241023	
R3HC1_HUMAN	Q9Y3T6	R3H and coiled-coil domain-containing protein 1	R3HCC1	R3HCC1	FALSE	Other	Others	ENSG00000104679	R3HCC1	protein_coding	R3H domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:27329]	-0.4308570135	 0.0450813690	 0.5013984385	-0.1215496867	 3.273116e-01	 6.650320e-01	 0	8.590196e-01	0.1475235667	
RAB10_HUMAN	P61026	Ras-related protein Rab-10 (EC 3.6.5.2)	RAB10	RAB10	FALSE	Other	Others	ENSG00000084733	RAB10	protein_coding	RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]	-0.4529783912	-0.0961504904	 0.2872298109	-0.3214808350	 3.708361e-02	 3.863470e-01	 0	6.264607e-01	0.8430013688	
RAB14_HUMAN	P61106	Ras-related protein Rab-14	RAB14	RAB14	FALSE	Other	Others	ENSG00000119396	RAB14	protein_coding	RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]	-0.5031719956	-0.1601607394	 0.2264469075	-0.2322916089	 1.329954e-01	 4.654031e-01	 0	4.155720e-01	0.4757001835	
RAB18_HUMAN	Q9NP72	Ras-related protein Rab-18	RAB18	RAB18	FALSE	Other	Others	ENSG00000099246	RAB18	protein_coding	RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]	-0.6950332542	-0.4346654576	-0.0735090204	-0.5438670776	-2.347705e-01	 1.304190e-01	 0	2.080921e-02	0.2036263981	
RAB21_HUMAN	Q9UL25	Ras-related protein Rab-21	RAB21 KIAA0118	RAB21	FALSE	Other	Others	ENSG00000080371	RAB21	protein_coding	RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]	-0.3859895568	-0.0150849130	 0.3600181376	-0.5247635937	-2.093512e-01	 1.566062e-01	 0	9.392705e-01	0.2583501837	
RAB23_HUMAN	Q9ULC3	Ras-related protein Rab-23	RAB23 HSPC137	RAB23	FALSE	Other	Others	ENSG00000112210	RAB23	protein_coding	RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]	-0.3098467132	 0.0714947723	 0.4330216917	-0.0921461303	 2.710439e-01	 5.705841e-01	 0	7.177035e-01	0.1402495990	
RAB2A_HUMAN	P61019	Ras-related protein Rab-2A	RAB2A RAB2	RAB2A	FALSE	Other	Others	ENSG00000104388	RAB2A	protein_coding	RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]	-0.2279563712	 0.1586095481	 0.5019823901	-0.2890250635	 7.276740e-02	 4.163716e-01	 0	4.201620e-01	0.6972622835	
RAB4A_HUMAN	P20338	Ras-related protein Rab-4A (EC 3.6.5.2)	RAB4A RAB4	RAB4A	FALSE	Other	Others	ENSG00000168118	RAB4A	protein_coding	RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]	-0.0177910384	 0.4399736109	 0.7452517193	-0.3721774506	 8.421288e-02	 5.078097e-01	 0	5.942111e-02	0.7240962298	
RAB5A_HUMAN	P20339	Ras-related protein Rab-5A (EC 3.6.5.2)	RAB5A RAB5	RAB5A	FALSE	Other	Others	ENSG00000144566	RAB5A	protein_coding	RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]	-0.4572822232	-0.1015257313	 0.2822416378	-0.2634184283	 1.002820e-01	 4.390219e-01	 0	6.072086e-01	0.5914348812	
RAB5B_HUMAN	P61020	Ras-related protein Rab-5B	RAB5B	RAB5B	FALSE	Other	Others	ENSG00000111540	RAB5B	protein_coding	RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]	-0.5794574353	-0.2633016331	 0.1217333803	-0.5572584527	-2.528448e-01	 1.114834e-01	 0	1.758097e-01	0.1699550492	
RAB5C_HUMAN	P51148	Ras-related protein Rab-5C (L1880) (RAB5L)	RAB5C RABL	RAB5C	FALSE	Other	Others	ENSG00000108774	RAB5C	protein_coding	RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]	-0.2347411947	 0.1516135188	 0.4966009563	-0.4969159146	-1.730451e-01	 1.931376e-01	 0	4.412082e-01	0.3518895008	
RAB6A_HUMAN	P20340	Ras-related protein Rab-6A (Rab-6)	RAB6A RAB6	RAB6A	FALSE	Other	Others	ENSG00000175582	RAB6A	protein_coding	RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]	-0.2865730676	 0.0968594756	 0.4535470132	-0.2879638729	 7.391870e-02	 4.173280e-01	 0	6.239073e-01	0.6927023116	
RAB6B_HUMAN	Q9NRW1	Ras-related protein Rab-6B	RAB6B	RAB6B	FALSE	Other	Others	ENSG00000154917	RAB6B	protein_coding	RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]	-0.9779332396	-0.6972681119	 0.4807351712	-0.9364294945	-3.116049e-01	 7.870309e-01	 0	1.906091e-01	0.6097697825	
RAB8B_HUMAN	Q92930	Ras-related protein Rab-8B	RAB8B	RAB8B	FALSE	Other	Others	ENSG00000166128	RAB8B	protein_coding	RAB8B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30273]	-0.3853398291	 0.0994154443	 0.5411677081	 0.0322931159	 4.576007e-01	 7.425951e-01	 0	6.947048e-01	0.0369946022	
RAB9A_HUMAN	P51151	Ras-related protein Rab-9A	RAB9A RAB9	RAB9A	FALSE	Other	Others	ENSG00000123595	RAB9A	protein_coding	RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]	-0.4537079180	 0.0166994847	 0.4798285798	-0.5093536426	-9.955774e-02	 3.470442e-01	 0	9.475628e-01	0.6676583994	
RAB9B_HUMAN	Q9NP90	Ras-related protein Rab-9B (Rab-9-like protein) (Rab-9L)	RAB9B RAB9L	RAB9B	FALSE	Other	Others	ENSG00000123570	RAB9B	protein_coding	RAB9B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14090]	-0.4346095869	-0.0272977148	 0.3892847627	-0.6026242884	-2.808246e-01	 1.195295e-01	 0	9.016026e-01	0.1646331166	
RABL3_HUMAN	Q5HYI8	Rab-like protein 3	RABL3	RABL3	FALSE	Other	Others	ENSG00000144840	RABL3	protein_coding	RAB, member of RAS oncogene family like 3 [Source:HGNC Symbol;Acc:HGNC:18072]	-0.4676227787	-0.1145259667	 0.2700911452	-0.3752377928	-2.410237e-02	 3.330824e-01	 0	5.617125e-01	0.8975949779	
RABX5_HUMAN	Q9UJ41	Rab5 GDP/GTP exchange factor (RAP1) (Rabaptin-5-associated exchange factor for Rab5) (Rabex-5)	RABGEF1 RABEX5	RABGEF1	FALSE	Other	Others	ENSG00000154710	RABGEF1	protein_coding	RAB guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:17676]	-0.3820919125	 0.0357391480	 0.4414381656	-0.5921416549	-2.657423e-01	 1.355640e-01	 0	8.713910e-01	0.1894783064	
RAC2_HUMAN	P15153	Ras-related C3 botulinum toxin substrate 2 (GX) (Small G protein) (p21-Rac2)	RAC2	RAC2	FALSE	Other	Others	ENSG00000128340	RAC2	protein_coding	Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]	-0.6028591139	-0.1892566170	 0.3045203413	-0.6293923643	-2.714619e-01	 1.814935e-01	 0	4.519665e-01	0.2339146299	
RAE1_HUMAN	P24386	Rab proteins geranylgeranyltransferase component A 1 (Choroideremia protein) (Rab escort protein 1) (REP-1) (TCD protein)	CHM REP1 TCD	CHM	FALSE	Other	Others	ENSG00000188419	CHM	protein_coding	CHM Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1940]	-0.5144692045	 0.0221589582	 0.5463153821	-0.6296019282	-1.731998e-01	 3.720750e-01	 0	9.400641e-01	0.5370373538	
RAE1L_HUMAN	P78406	mRNA export factor (Rae1 protein homolog) (mRNA-associated protein mrnp 41)	RAE1 MRNP41	RAE1	FALSE	Other	Others	ENSG00000101146	RAE1	protein_coding	ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]	-0.5111775215	-0.0581961658	 0.4200877113	-0.1520608379	 2.992709e-01	 6.473285e-01	 0	8.185787e-01	0.1875364163	
RAIN_HUMAN	Q5U651	Ras-interacting protein 1 (Rain)	RASIP1	RASIP1	FALSE	Other	Others	ENSG00000105538	RASIP1	protein_coding	Ras interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24716]	-0.3213091462	 0.1047691037	 0.4955695858	-0.4350189391	-5.732689e-02	 3.375199e-01	 0	6.342541e-01	0.7808869226	
RAP2A_HUMAN	P10114	Ras-related protein Rap-2a (EC 3.6.5.2) (RbBP-30)	RAP2A	RAP2A	FALSE	Other	Others	ENSG00000125249	RAP2A	protein_coding	RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9861]	-0.5424464539	-0.0417983268	 0.4807583857	 0.0807020045	 5.694245e-01	 8.374170e-01	 1	8.824190e-01	0.0267122658	PAD_pos_CTR_ns
RAP2B_HUMAN	P61225	Ras-related protein Rap-2b (EC 3.6.5.2)	RAP2B	RAP2B	FALSE	Other	Others	ENSG00000181467	RAP2B	protein_coding	RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]	-0.2989076019	 0.0834784728	 0.4427659465	-0.1315860781	 2.336482e-01	 5.430303e-01	 0	6.727872e-01	0.2058586911	
RAP2C_HUMAN	Q9Y3L5	Ras-related protein Rap-2c (EC 3.6.5.2)	RAP2C	RAP2C	FALSE	Other	Others	ENSG00000123728	RAP2C	protein_coding	RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21165]	-0.1881225124	 0.2429165050	 0.5954916758	-0.0846841366	 3.129328e-01	 6.245766e-01	 0	2.640579e-01	0.1195738376	
RAS4B_HUMAN	C9J798	Ras GTPase-activating protein 4B	RASA4B	RASA4B	FALSE	Other	Others	ENSG00000170667	RASA4B	protein_coding	RAS p21 protein activator 4B [Source:HGNC Symbol;Acc:HGNC:35202]	-0.9873756565	-0.5149976154	 0.8832712423	-0.3322978483	 7.780833e-01	 9.845079e-01	 0	4.850024e-01	0.1212288710	
RB3GP_HUMAN	Q15042	Rab3 GTPase-activating protein catalytic subunit (RAB3 GTPase-activating protein 130 kDa subunit) (Rab3-GAP p130) (Rab3-GAP)	RAB3GAP1 KIAA0066 RAB3GAP	RAB3GAP1	FALSE	Other	Others	ENSG00000115839	RAB3GAP1	protein_coding	RAB3 GTPase activating protein catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:17063]	-0.6866932923	-0.4216347199	-0.0576218313	-0.2960420877	 6.513016e-02	 4.100080e-01	 1	2.543565e-02	0.7277670917	PAD_ns_CTR_neg
RB6I2_HUMAN	Q8IUD2	ELKS/Rab6-interacting/CAST family member 1 (ERC-1) (Rab6-interacting protein 2)	ERC1 ELKS KIAA1081 RAB6IP2	ERC1	FALSE	Other	Others	ENSG00000082805	ERC1	protein_coding	ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]	-0.7150595179	-0.4294320463	-0.0209357697	-0.5846005407	-2.549901e-01	 1.468681e-01	 0	4.086008e-02	0.2086954640	
RBGPR_HUMAN	Q9H2M9	Rab3 GTPase-activating protein non-catalytic subunit (RGAP-iso) (Rab3 GTPase-activating protein 150 kDa subunit) (Rab3-GAP p150) (Rab3-GAP150) (Rab3-GAP regulatory subunit)	RAB3GAP2 KIAA0839	RAB3GAP2	FALSE	Other	Others	ENSG00000118873	RAB3GAP2	protein_coding	RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]	-0.5041579911	-0.1614477176	 0.2251931383	-0.1885303961	 1.776794e-01	 5.005081e-01	 0	4.117850e-01	0.3389401059	
RBNS5_HUMAN	Q9H1K0	Rabenosyn-5 (110 kDa protein) (FYVE finger-containing Rab5 effector protein rabenosyn-5) (RAB effector RBSN) (Zinc finger FYVE domain-containing protein 20)	RBSN ZFYVE20	RBSN	FALSE	Other	Others	ENSG00000131381	RBSN	protein_coding	rabenosyn, RAB effector [Source:HGNC Symbol;Acc:HGNC:20759]	-0.4956647257	 0.2511216276	 0.7844212305	-0.3231041927	 3.848048e-01	 8.165860e-01	 0	5.145465e-01	0.2721993993	
RCN1_HUMAN	Q15293	Reticulocalbin-1	RCN1 RCN	RCN1	FALSE	Other	Others	ENSG00000049449	RCN1	protein_coding	reticulocalbin 1 [Source:HGNC Symbol;Acc:HGNC:9934]	-0.4945738010	-0.1489870868	 0.2372786542	-0.2401601310	 1.248003e-01	 4.588493e-01	 0	4.492534e-01	0.5035422472	
RDH14_HUMAN	Q9HBH5	Retinol dehydrogenase 14 (EC 1.1.1.300) (Alcohol dehydrogenase PAN2) (Short chain dehydrogenase/reductase family 7C member 4)	RDH14 PAN2 SDR7C4 UNQ529/PRO1072	RDH14	FALSE	Other	Others	ENSG00000240857	RDH14	protein_coding	retinol dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:19979]	-0.1497432782	 0.2365486193	 0.5601884509	-0.3379484160	 1.862162e-02	 3.705169e-01	 0	2.255424e-01	0.9207980341	
REEP5_HUMAN	Q00765	Receptor expression-enhancing protein 5 (Polyposis locus protein 1) (Protein TB2)	REEP5 C5orf18 DP1 TB2	REEP5	FALSE	Other	Others	ENSG00000129625	REEP5	protein_coding	receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077]	-0.5023611287	-0.1591032220	 0.2274761788	-0.4871529368	-1.605217e-01	 2.055075e-01	 0	4.186982e-01	0.3883392635	
REPS1_HUMAN	Q96D71	RalBP1-associated Eps domain-containing protein 1 (RalBP1-interacting protein 1)	REPS1	REPS1	FALSE	Other	Others	ENSG00000135597	REPS1	protein_coding	RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15578]	-0.7638421010	-0.2023892415	 0.5334315868	-0.8442416996	-4.581460e-01	 2.409991e-01	 0	6.015117e-01	0.1829956715	
REPS2_HUMAN	Q8NFH8	RalBP1-associated Eps domain-containing protein 2 (Partner of RalBP1) (RalBP1-interacting protein 2)	REPS2 POB1	REPS2	FALSE	Other	Others	ENSG00000169891	REPS2	protein_coding	RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]	-0.0918346988	 0.9534006112	 0.9990537404	-0.8727585927	-2.097933e-01	 7.252490e-01	-1	4.659939e-02	0.6899269109	CTR_pos_PAD_ns
RER1_HUMAN	O15258	Protein RER1	RER1	RER1	FALSE	Other	Others	ENSG00000157916	RER1	protein_coding	retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]	-0.6696183344	-0.0098986248	 0.6585523348	-0.4490940776	 2.517046e-01	 7.607650e-01	 0	9.798363e-01	0.4829738264	
RFTN1_HUMAN	Q14699	Raftlin (Cell migration-inducing gene 2 protein) (Raft-linking protein)	RFTN1 KIAA0084 MIG2	RFTN1	FALSE	Other	Others	ENSG00000131378	RFTN1	protein_coding	raftlin, lipid raft linker 1 [Source:HGNC Symbol;Acc:HGNC:30278]	-0.4858194970	-0.1377005182	 0.2481232162	-0.5493330582	-2.421222e-01	 1.227490e-01	 0	4.847007e-01	0.1894163042	
RGL2_HUMAN	O15211	Ral guanine nucleotide dissociation stimulator-like 2 (RalGDS-like 2) (RalGDS-like factor) (Ras-associated protein RAB2L)	RGL2 RAB2L	RGL2	FALSE	Other	Others	ENSG00000237441	RGL2	protein_coding	ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769]	-0.4141444189	-0.0485722834	 0.3304935850	-0.4255389328	-8.384079e-02	 2.787814e-01	 0	8.061104e-01	0.6538546665	
RGS10_HUMAN	O43665	Regulator of G-protein signaling 10 (RGS10)	RGS10	RGS10	FALSE	Other	Others	ENSG00000148908	RGS10	protein_coding	regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]	 0.1403830101	 0.4879064890	 0.7283959414	-0.5466100483	-2.384554e-01	 1.265800e-01	-1	8.441677e-03	0.1964148064	CTR_pos_PAD_ns
RHG01_HUMAN	Q07960	Rho GTPase-activating protein 1 (CDC42 GTPase-activating protein) (GTPase-activating protein rhoGAP) (Rho-related small GTPase protein activator) (Rho-type GTPase-activating protein 1) (p50-RhoGAP)	ARHGAP1 CDC42GAP RHOGAP1	ARHGAP1	FALSE	Other	Others	ENSG00000175220	ARHGAP1	protein_coding	Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673]	-0.2295992738	 0.1569190575	 0.5006844750	-0.2539329297	 1.103350e-01	 4.471916e-01	 0	4.251959e-01	0.5545988712	
RHG10_HUMAN	A1A4S6	Rho GTPase-activating protein 10 (GTPase regulator associated with focal adhesion kinase 2) (Graf-related protein 2) (Rho-type GTPase-activating protein 10)	ARHGAP10 GRAF2	ARHGAP10	FALSE	Other	Others	ENSG00000071205	ARHGAP10	protein_coding	Rho GTPase activating protein 10 [Source:HGNC Symbol;Acc:HGNC:26099]	-0.5216880052	-0.1394796662	 0.2893588566	-0.6059008496	-2.855717e-01	 1.144391e-01	 0	5.256031e-01	0.1573119377	
RHG17_HUMAN	Q68EM7	Rho GTPase-activating protein 17 (Rho-type GTPase-activating protein 17) (RhoGAP interacting with CIP4 homologs protein 1) (RICH-1)	ARHGAP17 RICH1 MSTP066 MSTP110	ARHGAP17	FALSE	Other	Others	ENSG00000140750	ARHGAP17	protein_coding	Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239]	-0.4006650491	-0.0324367262	 0.3448129195	-0.4440918375	-1.065125e-01	 2.575479e-01	 0	8.698442e-01	0.5684794429	
RHG18_HUMAN	Q8N392	Rho GTPase-activating protein 18 (MacGAP) (Rho-type GTPase-activating protein 18)	ARHGAP18	ARHGAP18	FALSE	Other	Others	ENSG00000146376	ARHGAP18	protein_coding	Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035]	-0.1564736116	 0.3205152608	 0.6762721640	-0.4806888351	-4.848059e-02	 4.026791e-01	 0	1.809404e-01	0.8391584092	
RHG31_HUMAN	Q2M1Z3	Rho GTPase-activating protein 31 (Cdc42 GTPase-activating protein)	ARHGAP31 CDGAP KIAA1204	ARHGAP31	FALSE	Other	Others	ENSG00000031081	ARHGAP31	protein_coding	Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]	-0.9938749942	-0.7318798658	 0.7727829974	-0.9208671391	-4.326206e-01	 5.839723e-01	 0	2.681201e-01	0.3915539169	
RIC8A_HUMAN	Q9NPQ8	Synembryn-A (Protein Ric-8A)	RIC8A	RIC8A	FALSE	Other	Others	ENSG00000177963	RIC8A	protein_coding	RIC8 guanine nucleotide exchange factor A [Source:HGNC Symbol;Acc:HGNC:29550]	-0.5423728038	-0.2122424518	 0.1746649282	-0.0837495564	 2.788661e-01	 5.762637e-01	 1	2.782360e-01	0.1287184961	
RIFK_HUMAN	Q969G6	Riboflavin kinase (EC 2.7.1.26) (ATP:riboflavin 5'-phosphotransferase) (Flavokinase)	RFK	RFK	FALSE	Other	Others	ENSG00000135002	RFK	protein_coding	riboflavin kinase [Source:HGNC Symbol;Acc:HGNC:30324]	-0.6363641947	-0.2562106949	 0.2240749247	-0.3136735710	 1.496148e-01	 5.553661e-01	 0	2.896997e-01	0.5289730580	
RILP_HUMAN	Q96NA2	Rab-interacting lysosomal protein	RILP PP10141	RILP	FALSE	Other	Others	ENSG00000167705	RILP	protein_coding	Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:HGNC:30266]	-0.2905753148	 0.0925328135	 0.4500724065	-0.5091009190	-1.888236e-01	 1.773849e-01	 0	6.395551e-01	0.3090057362	
RINI_HUMAN	P13489	Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI)	RNH1 PRI RNH	RNH1	FALSE	Other	Others	ENSG00000023191	RNH1	protein_coding	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]	-0.4347692412	-0.0736362943	 0.3078992431	-0.4274264950	-8.613134e-02	 2.766521e-01	 0	7.096040e-01	0.6450068887	
RINT1_HUMAN	Q6NUQ1	RAD50-interacting protein 1 (RAD50 interactor 1) (HsRINT-1) (RINT-1)	RINT1	RINT1	FALSE	Other	Others	ENSG00000135249	RINT1	protein_coding	RAD50 interactor 1 [Source:HGNC Symbol;Acc:HGNC:21876]	-0.4640018963	-0.0640501101	 0.3575930942	-0.5193634824	-1.652575e-01	 2.372837e-01	 0	7.715549e-01	0.4197942556	
RN214_HUMAN	Q8ND24	RING finger protein 214	RNF214	RNF214	FALSE	Other	Others	ENSG00000167257	RNF214	protein_coding	ring finger protein 214 [Source:HGNC Symbol;Acc:HGNC:25335]	-0.6888289927	-0.2493997464	 0.3240616678	-0.6568898439	-2.179760e-01	 3.312777e-01	 0	3.898587e-01	0.4351360627	
