ENSG	ENSG.ver	name	type	description	logFC	P.Value	-log10(P.Val)	adj.P.Val
ENSG00000205622	ENSG00000205622.9	AF064858.6	lncRNA	novel transcript	-0.0537	0.863	0.0641	0.952
ENSG00000283663	ENSG00000283663.1	CTB-60B18.23	protein_coding	novel transcript	-0.036	0.863	0.064	0.952
ENSG00000225039	ENSG00000225039.1	RP11-223E19.2	lncRNA	long intergenic non-protein coding RNA 1058 [Source:HGNC Symbol;Acc:HGNC:49061]	0.0273	0.863	0.0639	0.952
ENSG00000105202	ENSG00000105202.8	FBL	protein_coding	fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599]	0.0067	0.863	0.0639	0.952
ENSG00000116138	ENSG00000116138.12	DNAJC16	protein_coding	DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]	-0.0058	0.863	0.0639	0.952
ENSG00000164309	ENSG00000164309.14	CMYA5	protein_coding	cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305]	0.0104	0.863	0.0638	0.952
ENSG00000116691	ENSG00000116691.10	MIIP	protein_coding	migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]	-0.0108	0.863	0.0638	0.952
ENSG00000097033	ENSG00000097033.14	SH3GLB1	protein_coding	SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]	0.00678	0.864	0.0637	0.952
ENSG00000272247	ENSG00000272247.1	RP11-379F4.9	lncRNA	novel transcript, antisense to MFSD1	-0.0307	0.864	0.0637	0.952
ENSG00000182492	ENSG00000182492.15	BGN	protein_coding	biglycan [Source:HGNC Symbol;Acc:HGNC:1044]	-0.0351	0.864	0.0637	0.952
ENSG00000125430	ENSG00000125430.8	HS3ST3B1	protein_coding	heparan sulfate-glucosamine 3-sulfotransferase 3B1 [Source:HGNC Symbol;Acc:HGNC:5198]	-0.0207	0.864	0.0637	0.952
ENSG00000167775	ENSG00000167775.10	CD320	protein_coding	CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]	0.012	0.864	0.0637	0.952
ENSG00000130035	ENSG00000130035.6	GALNT8	protein_coding	polypeptide N-acetylgalactosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4130]	-0.0293	0.864	0.0637	0.952
ENSG00000268220	ENSG00000268220.1	RP11-379K17.12	NA	NA	-0.0219	0.864	0.0637	0.952
ENSG00000214900	ENSG00000214900.9	RP11-58E21.3	lncRNA	long intergenic non-protein coding RNA 1588 [Source:HGNC Symbol;Acc:HGNC:27503]	-0.0125	0.864	0.0636	0.952
ENSG00000184232	ENSG00000184232.8	OAF	protein_coding	out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]	-0.0237	0.864	0.0636	0.952
ENSG00000172071	ENSG00000172071.11	EIF2AK3	protein_coding	eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:3255]	0.0188	0.864	0.0636	0.952
ENSG00000005022	ENSG00000005022.5	SLC25A5	protein_coding	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]	0.0113	0.864	0.0636	0.952
ENSG00000166794	ENSG00000166794.4	PPIB	protein_coding	peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]	0.0129	0.864	0.0636	0.952
ENSG00000158711	ENSG00000158711.13	ELK4	protein_coding	ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:HGNC:3326]	-0.00579	0.864	0.0635	0.952
ENSG00000251143	ENSG00000251143.1	RP11-849H4.4	lncRNA	novel transcript	0.018	0.864	0.0635	0.952
ENSG00000235408	ENSG00000235408.5	SNORA71B	snoRNA	small nucleolar RNA, H/ACA box 71B [Source:HGNC Symbol;Acc:HGNC:10233]	0.0275	0.864	0.0635	0.952
ENSG00000198727	ENSG00000198727.2	MT-CYB	protein_coding	mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]	-0.0206	0.864	0.0634	0.952
ENSG00000260566	ENSG00000260566.2	RP11-20G6.3	lncRNA	novel transcript	-0.135	0.864	0.0634	0.952
ENSG00000223551	ENSG00000223551.1	TMSB4XP4	processed_pseudogene	TMSB4X pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:11886]	0.0352	0.864	0.0634	0.952
ENSG00000268573	ENSG00000268573.1	RP11-158H5.7	lncRNA	novel transcript	-0.0127	0.864	0.0633	0.952
ENSG00000270409	ENSG00000270409.1	RP11-44D5.1	transcribed_unprocessed_pseudogene	chromosome 9 open reading frame 64 (C9orf64) pseudogene	-0.0304	0.865	0.0632	0.952
ENSG00000183287	ENSG00000183287.13	CCBE1	protein_coding	collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426]	0.041	0.865	0.0632	0.952
ENSG00000006118	ENSG00000006118.14	TMEM132A	protein_coding	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	0.0188	0.865	0.0632	0.952
ENSG00000136158	ENSG00000136158.11	SPRY2	protein_coding	sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]	-0.0101	0.865	0.0632	0.952
ENSG00000185610	ENSG00000185610.6	DBX2	protein_coding	developing brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:33186]	0.0301	0.865	0.0631	0.952
ENSG00000100024	ENSG00000100024.14	UPB1	protein_coding	beta-ureidopropionase 1 [Source:HGNC Symbol;Acc:HGNC:16297]	-0.0177	0.865	0.0631	0.952
ENSG00000120333	ENSG00000120333.4	MRPS14	protein_coding	mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:14049]	0.00591	0.865	0.0631	0.952
ENSG00000132716	ENSG00000132716.18	DCAF8	protein_coding	DDB1 and CUL4 associated factor 8 [Source:HGNC Symbol;Acc:HGNC:24891]	0.00576	0.865	0.0631	0.952
ENSG00000075426	ENSG00000075426.11	FOSL2	protein_coding	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]	0.0154	0.865	0.063	0.952
ENSG00000064012	ENSG00000064012.21	CASP8	protein_coding	caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]	-0.0134	0.865	0.063	0.952
ENSG00000233579	ENSG00000233579.1	AC010900.1	processed_pseudogene	keratin 8 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:33367]	0.0187	0.865	0.063	0.952
ENSG00000272754	ENSG00000272754.1	AL133245.2	lncRNA	novel transcript	0.0179	0.865	0.063	0.952
ENSG00000226314	ENSG00000226314.7	ZNF389	transcribed_unprocessed_pseudogene	zinc finger protein 192 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18777]	-0.0167	0.865	0.0629	0.952
ENSG00000151849	ENSG00000151849.14	CENPJ	protein_coding	centromere protein J [Source:HGNC Symbol;Acc:HGNC:17272]	0.00828	0.865	0.0629	0.952
ENSG00000267074	ENSG00000267074.1	RP11-1094M14.5	lncRNA	novel transcript, sense intronic SLFN12L	-0.0368	0.865	0.0628	0.952
ENSG00000170222	ENSG00000170222.11	ADPRM	protein_coding	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent [Source:HGNC Symbol;Acc:HGNC:30925]	-0.0134	0.865	0.0628	0.953
ENSG00000075234	ENSG00000075234.16	TTC38	protein_coding	tetratricopeptide repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:26082]	0.0158	0.865	0.0627	0.953
ENSG00000128294	ENSG00000128294.15	TPST2	protein_coding	tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]	0.0109	0.866	0.0627	0.953
ENSG00000173917	ENSG00000173917.10	HOXB2	protein_coding	homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113]	0.0232	0.866	0.0627	0.953
ENSG00000254226	ENSG00000254226.5	CTB-12O2.1	lncRNA	long intergenic non-protein coding RNA 1933 [Source:HGNC Symbol;Acc:HGNC:52756]	-0.0256	0.866	0.0627	0.953
ENSG00000152527	ENSG00000152527.13	PLEKHH2	protein_coding	pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]	-0.0223	0.866	0.0626	0.953
ENSG00000082996	ENSG00000082996.19	RNF13	protein_coding	ring finger protein 13 [Source:HGNC Symbol;Acc:HGNC:10057]	0.00665	0.866	0.0626	0.953
ENSG00000201558	ENSG00000201558.1	RNVU1-6	snRNA	RNA, variant U1 small nuclear 6 [Source:HGNC Symbol;Acc:HGNC:48314]	0.048	0.866	0.0626	0.953
ENSG00000152492	ENSG00000152492.14	CCDC50	protein_coding	coiled-coil domain containing 50 [Source:HGNC Symbol;Acc:HGNC:18111]	-0.0071	0.866	0.0626	0.953
ENSG00000152558	ENSG00000152558.14	TMEM123	protein_coding	transmembrane protein 123 [Source:HGNC Symbol;Acc:HGNC:30138]	-0.00825	0.866	0.0626	0.953
ENSG00000109787	ENSG00000109787.12	KLF3	protein_coding	Kruppel like factor 3 [Source:HGNC Symbol;Acc:HGNC:16516]	-0.00736	0.866	0.0625	0.953
ENSG00000100209	ENSG00000100209.9	HSCB	protein_coding	HscB mitochondrial iron-sulfur cluster cochaperone [Source:HGNC Symbol;Acc:HGNC:28913]	-0.0121	0.866	0.0625	0.953
ENSG00000171606	ENSG00000171606.17	ZNF274	protein_coding	zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]	0.0145	0.866	0.0625	0.953
ENSG00000118579	ENSG00000118579.12	MED28	protein_coding	mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]	-0.00964	0.866	0.0625	0.953
ENSG00000261737	ENSG00000261737.1	RP4-612B15.3	lncRNA	CLCA4 antisense RNA 1 [Source:NCBI gene (formerly Entrezgene);Acc:105378828]	0.0151	0.866	0.0625	0.953
ENSG00000185028	ENSG00000185028.3	LRRC14B	protein_coding	leucine rich repeat containing 14B [Source:HGNC Symbol;Acc:HGNC:37268]	-0.0221	0.866	0.0624	0.953
ENSG00000259205	ENSG00000259205.2	PRKXP1	processed_pseudogene	PRKX pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9442]	0.0469	0.866	0.0624	0.953
ENSG00000267213	ENSG00000267213.4	AC007773.2	lncRNA	DPY19L3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55307]	0.031	0.866	0.0624	0.953
ENSG00000250208	ENSG00000250208.6	RP11-143E21.7	lncRNA	FZD10 antisense divergent transcript [Source:HGNC Symbol;Acc:HGNC:48632]	-0.0305	0.866	0.0624	0.953
ENSG00000201229	ENSG00000201229.1	SNORA63D	snoRNA	small nucleolar RNA, H/ACA box 63D [Source:HGNC Symbol;Acc:HGNC:52211]	0.0214	0.866	0.0623	0.953
ENSG00000144736	ENSG00000144736.13	SHQ1	protein_coding	SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:HGNC:25543]	-0.00624	0.866	0.0623	0.953
ENSG00000104915	ENSG00000104915.14	STX10	protein_coding	syntaxin 10 [Source:HGNC Symbol;Acc:HGNC:11428]	0.00627	0.866	0.0623	0.953
ENSG00000171476	ENSG00000171476.21	HOPX	protein_coding	HOP homeobox [Source:HGNC Symbol;Acc:HGNC:24961]	-0.0133	0.867	0.0622	0.953
ENSG00000278590	ENSG00000278590.1	RN7SL113P	misc_RNA	RNA, 7SL, cytoplasmic 113, pseudogene [Source:HGNC Symbol;Acc:HGNC:46129]	0.0273	0.867	0.0621	0.953
ENSG00000211677	ENSG00000211677.2	IGLC2	IG_C_gene	immunoglobulin lambda constant 2 [Source:HGNC Symbol;Acc:HGNC:5856]	0.0811	0.867	0.0621	0.953
ENSG00000249471	ENSG00000249471.7	ZNF324B	protein_coding	zinc finger protein 324B [Source:HGNC Symbol;Acc:HGNC:33107]	0.0101	0.867	0.0621	0.953
ENSG00000216347	ENSG00000216347.1	RP3-334F4.2	processed_pseudogene	ribosomal protein L10 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:35486]	-0.0288	0.867	0.062	0.953
ENSG00000182993	ENSG00000182993.3	C12orf60	protein_coding	chromosome 12 open reading frame 60 [Source:HGNC Symbol;Acc:HGNC:28726]	0.0196	0.867	0.062	0.953
ENSG00000184178	ENSG00000184178.15	SCFD2	protein_coding	sec1 family domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30676]	-0.00508	0.867	0.062	0.953
ENSG00000256977	ENSG00000256977.12	LIMS3	protein_coding	LIM zinc finger domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30047]	0.125	0.867	0.0619	0.953
ENSG00000075142	ENSG00000075142.13	SRI	protein_coding	sorcin [Source:HGNC Symbol;Acc:HGNC:11292]	0.00584	0.867	0.0619	0.953
ENSG00000182013	ENSG00000182013.17	PNMAL1	protein_coding	PNMA family member 8A [Source:HGNC Symbol;Acc:HGNC:25578]	0.037	0.867	0.0618	0.953
ENSG00000254791	ENSG00000254791.1	RP11-261E12.2	lncRNA	FAR1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41485]	0.0173	0.867	0.0618	0.953
ENSG00000128805	ENSG00000128805.14	ARHGAP22	protein_coding	Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]	-0.0158	0.867	0.0618	0.953
ENSG00000163050	ENSG00000163050.16	ADCK3	protein_coding	coenzyme Q8A [Source:HGNC Symbol;Acc:HGNC:16812]	-0.0141	0.868	0.0617	0.953
ENSG00000160062	ENSG00000160062.14	ZBTB8A	protein_coding	zinc finger and BTB domain containing 8A [Source:HGNC Symbol;Acc:HGNC:24172]	-0.011	0.868	0.0617	0.953
ENSG00000144791	ENSG00000144791.9	LIMD1	protein_coding	LIM domains containing 1 [Source:HGNC Symbol;Acc:HGNC:6612]	-0.009	0.868	0.0617	0.953
ENSG00000199363	ENSG00000199363.1	RF00092	snoRNA	small nucleolar RNA, H/ACA box 63E [Source:HGNC Symbol;Acc:HGNC:52212]	-0.0308	0.868	0.0616	0.953
ENSG00000274695	ENSG00000274695.1	RP11-21K12.3	lncRNA	novel transcript	0.0294	0.868	0.0616	0.953
ENSG00000198824	ENSG00000198824.6	CHAMP1	protein_coding	chromosome alignment maintaining phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:20311]	0.00888	0.868	0.0616	0.953
ENSG00000223361	ENSG00000223361.5	FTHL10	transcribed_processed_pseudogene	ferritin heavy chain 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:3980]	0.0205	0.868	0.0615	0.953
ENSG00000099326	ENSG00000099326.8	MZF1	protein_coding	myeloid zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13108]	-0.00992	0.868	0.0615	0.953
ENSG00000039523	ENSG00000039523.19	FAM65A	protein_coding	RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]	-0.015	0.868	0.0615	0.953
ENSG00000219409	ENSG00000219409.2	RP11-106E7.1	processed_pseudogene	rhomboid domain containing 1 (RHBDD1) pseudogene	0.0183	0.868	0.0614	0.954
ENSG00000172731	ENSG00000172731.13	LRRC20	protein_coding	leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]	-0.0123	0.868	0.0613	0.954
ENSG00000112118	ENSG00000112118.18	MCM3	protein_coding	minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]	-0.00668	0.869	0.0612	0.954
ENSG00000197705	ENSG00000197705.9	KLHL14	protein_coding	kelch like family member 14 [Source:HGNC Symbol;Acc:HGNC:29266]	0.0498	0.869	0.0612	0.954
ENSG00000184113	ENSG00000184113.9	CLDN5	protein_coding	claudin 5 [Source:HGNC Symbol;Acc:HGNC:2047]	-0.021	0.869	0.0611	0.954
ENSG00000116729	ENSG00000116729.13	WLS	protein_coding	Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]	0.0108	0.869	0.0609	0.954
ENSG00000090861	ENSG00000090861.15	AARS	protein_coding	alanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:20]	0.00662	0.869	0.0609	0.954
ENSG00000105518	ENSG00000105518.13	TMEM205	protein_coding	transmembrane protein 205 [Source:HGNC Symbol;Acc:HGNC:29631]	-0.0084	0.869	0.0609	0.954
ENSG00000265158	ENSG00000265158.1	RP11-549B18.2	transcribed_processed_pseudogene	leucine rich repeat containing 37 member A7, pseudogene [Source:HGNC Symbol;Acc:HGNC:43792]	0.0398	0.869	0.0607	0.955
ENSG00000129194	ENSG00000129194.7	SOX15	protein_coding	SRY-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11196]	0.0253	0.87	0.0607	0.955
ENSG00000198818	ENSG00000198818.9	SFT2D1	protein_coding	SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102]	0.00607	0.87	0.0607	0.955
ENSG00000186889	ENSG00000186889.9	TMEM17	protein_coding	transmembrane protein 17 [Source:HGNC Symbol;Acc:HGNC:26623]	-0.014	0.87	0.0607	0.955
ENSG00000186340	ENSG00000186340.14	THBS2	protein_coding	thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]	0.0237	0.87	0.0606	0.955
ENSG00000135045	ENSG00000135045.6	C9orf40	protein_coding	chromosome 9 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:23433]	-0.0116	0.87	0.0605	0.955
ENSG00000141646	ENSG00000141646.13	SMAD4	protein_coding	SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]	0.00614	0.87	0.0605	0.955
ENSG00000166710	ENSG00000166710.17	B2M	protein_coding	beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]	-0.0111	0.87	0.0605	0.955
ENSG00000089472	ENSG00000089472.16	HEPH	protein_coding	hephaestin [Source:HGNC Symbol;Acc:HGNC:4866]	-0.0244	0.87	0.0605	0.955
ENSG00000207445	ENSG00000207445.1	SNORD15B	snoRNA	small nucleolar RNA, C/D box 15B [Source:HGNC Symbol;Acc:HGNC:16649]	0.0167	0.87	0.0604	0.955
ENSG00000157680	ENSG00000157680.15	DGKI	protein_coding	diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]	-0.0316	0.87	0.0604	0.955
ENSG00000137486	ENSG00000137486.16	ARRB1	protein_coding	arrestin beta 1 [Source:HGNC Symbol;Acc:HGNC:711]	0.00994	0.87	0.0604	0.955
ENSG00000109113	ENSG00000109113.19	RAB34	protein_coding	RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]	-0.0115	0.87	0.0604	0.955
ENSG00000102230	ENSG00000102230.13	PCYT1B	protein_coding	phosphate cytidylyltransferase 1, choline, beta [Source:HGNC Symbol;Acc:HGNC:8755]	-0.0472	0.87	0.0604	0.955
ENSG00000249359	ENSG00000249359.2	RP11-374A4.1	lncRNA	novel transcript	-0.0588	0.87	0.0604	0.955
ENSG00000277578	ENSG00000277578.1	RF00017	misc_RNA	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	0.0699	0.87	0.0604	0.955
ENSG00000170873	ENSG00000170873.18	MTSS1	protein_coding	MTSS I-BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20443]	-0.0142	0.87	0.0603	0.955
ENSG00000279865	ENSG00000279865.1	RP11-69M1.6	TEC	TEC	0.016	0.87	0.0603	0.955
ENSG00000214955	ENSG00000214955.5	AP000318.2	lncRNA	novel transcript	0.0354	0.87	0.0603	0.955
ENSG00000152256	ENSG00000152256.13	PDK1	protein_coding	pyruvate dehydrogenase kinase 1 [Source:HGNC Symbol;Acc:HGNC:8809]	0.00884	0.87	0.0603	0.955
ENSG00000205208	ENSG00000205208.4	C4orf46	protein_coding	chromosome 4 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:27320]	-0.0107	0.87	0.0603	0.955
ENSG00000166441	ENSG00000166441.12	RPL27A	protein_coding	ribosomal protein L27a [Source:HGNC Symbol;Acc:HGNC:10329]	0.00685	0.871	0.0602	0.955
ENSG00000285382	ENSG00000285382.1	RP11-503P21.4	protein_coding	novel protein	0.0312	0.871	0.0602	0.955
ENSG00000165874	ENSG00000165874.13	FAM35BP	transcribed_unprocessed_pseudogene	shieldin complex subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31425]	0.0237	0.871	0.0602	0.955
ENSG00000182264	ENSG00000182264.8	IZUMO1	protein_coding	izumo sperm-egg fusion 1 [Source:HGNC Symbol;Acc:HGNC:28539]	-0.033	0.871	0.0601	0.955
ENSG00000003096	ENSG00000003096.14	KLHL13	protein_coding	kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	-0.00956	0.871	0.0601	0.955
ENSG00000233844	ENSG00000233844.1	RP3-485C17.1	NA	NA	-0.0324	0.871	0.0601	0.955
ENSG00000096746	ENSG00000096746.17	HNRNPH3	protein_coding	heterogeneous nuclear ribonucleoprotein H3 [Source:HGNC Symbol;Acc:HGNC:5043]	-0.00936	0.871	0.06	0.955
ENSG00000160445	ENSG00000160445.10	ZER1	protein_coding	zyg-11 related cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:30960]	0.00728	0.871	0.06	0.955
ENSG00000151090	ENSG00000151090.18	THRB	protein_coding	thyroid hormone receptor beta [Source:HGNC Symbol;Acc:HGNC:11799]	0.00875	0.871	0.06	0.955
ENSG00000005381	ENSG00000005381.7	MPO	protein_coding	myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]	-0.0215	0.871	0.0599	0.955
ENSG00000281469	ENSG00000281469.1	RP11-567F11.1	TEC	TEC	0.0135	0.871	0.0599	0.955
ENSG00000187961	ENSG00000187961.13	KLHL17	protein_coding	kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]	-0.0112	0.871	0.0599	0.955
ENSG00000102265	ENSG00000102265.11	TIMP1	protein_coding	TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]	0.0279	0.871	0.0599	0.955
ENSG00000162300	ENSG00000162300.11	ZFPL1	protein_coding	zinc finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:12868]	-0.00686	0.871	0.0599	0.955
ENSG00000104946	ENSG00000104946.12	TBC1D17	protein_coding	TBC1 domain family member 17 [Source:HGNC Symbol;Acc:HGNC:25699]	0.00905	0.871	0.0598	0.955
ENSG00000183638	ENSG00000183638.5	RP1L1	protein_coding	RP1 like 1 [Source:HGNC Symbol;Acc:HGNC:15946]	0.0305	0.871	0.0598	0.955
ENSG00000153551	ENSG00000153551.13	CMTM7	protein_coding	CKLF like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178]	-0.0171	0.871	0.0598	0.955
ENSG00000180900	ENSG00000180900.18	SCRIB	protein_coding	scribble planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]	0.00974	0.871	0.0598	0.955
ENSG00000271937	ENSG00000271937.1	RP11-424N24.2	lncRNA	novel transcript, antisense to TCAIM	0.0206	0.871	0.0597	0.955
ENSG00000176894	ENSG00000176894.9	PXMP2	protein_coding	peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]	0.0209	0.872	0.0597	0.955
ENSG00000237413	ENSG00000237413.5	RP11-183M13.1	lncRNA	uncharacterized MGC27382 [Source:NCBI gene (formerly Entrezgene);Acc:149047]	-0.042	0.872	0.0597	0.955
ENSG00000063046	ENSG00000063046.17	EIF4B	protein_coding	eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]	0.00799	0.872	0.0596	0.955
ENSG00000163380	ENSG00000163380.15	LMOD3	protein_coding	leiomodin 3 [Source:HGNC Symbol;Acc:HGNC:6649]	-0.00887	0.872	0.0596	0.955
ENSG00000086758	ENSG00000086758.15	HUWE1	protein_coding	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]	-0.00791	0.872	0.0595	0.955
ENSG00000166394	ENSG00000166394.14	CYB5R2	protein_coding	cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376]	0.017	0.872	0.0595	0.955
ENSG00000161955	ENSG00000161955.16	TNFSF13	protein_coding	TNF superfamily member 13 [Source:HGNC Symbol;Acc:HGNC:11928]	-0.0133	0.872	0.0594	0.955
ENSG00000102271	ENSG00000102271.13	KLHL4	protein_coding	kelch like family member 4 [Source:HGNC Symbol;Acc:HGNC:6355]	0.0265	0.872	0.0594	0.955
ENSG00000154556	ENSG00000154556.17	SORBS2	protein_coding	sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]	-0.0331	0.872	0.0594	0.955
ENSG00000198682	ENSG00000198682.12	PAPSS2	protein_coding	3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:HGNC:8604]	0.0199	0.872	0.0593	0.955
ENSG00000166167	ENSG00000166167.17	BTRC	protein_coding	beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1144]	0.00588	0.872	0.0593	0.955
ENSG00000278053	ENSG00000278053.4	DDX52	protein_coding	DExD-box helicase 52 [Source:HGNC Symbol;Acc:HGNC:20038]	-0.00442	0.872	0.0593	0.955
ENSG00000100814	ENSG00000100814.17	CCNB1IP1	protein_coding	cyclin B1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19437]	-0.0115	0.872	0.0593	0.955
ENSG00000115677	ENSG00000115677.16	HDLBP	protein_coding	high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]	0.00532	0.873	0.0592	0.955
ENSG00000008324	ENSG00000008324.11	SS18L2	protein_coding	SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]	0.012	0.873	0.0592	0.955
ENSG00000011523	ENSG00000011523.13	CEP68	protein_coding	centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]	-0.00724	0.873	0.0592	0.955
ENSG00000243033	ENSG00000243033.2	RP11-16P13.1	processed_pseudogene	glyceraldehyde 3 phosphate dehydrogenase pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:37803]	-0.0329	0.873	0.0591	0.956
ENSG00000103429	ENSG00000103429.10	BFAR	protein_coding	bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613]	0.00595	0.873	0.0591	0.956
ENSG00000153363	ENSG00000153363.12	LINC00467	lncRNA	long intergenic non-protein coding RNA 467 [Source:HGNC Symbol;Acc:HGNC:28227]	0.0123	0.873	0.059	0.956
ENSG00000259512	ENSG00000259512.3	RP11-460N1.1	processed_pseudogene	heterogeneous nuclear ribonucleoprotein A1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:15787]	0.0162	0.874	0.0587	0.956
ENSG00000136643	ENSG00000136643.11	RPS6KC1	protein_coding	ribosomal protein S6 kinase C1 [Source:HGNC Symbol;Acc:HGNC:10439]	0.00491	0.874	0.0587	0.956
ENSG00000083807	ENSG00000083807.9	SLC27A5	protein_coding	solute carrier family 27 member 5 [Source:HGNC Symbol;Acc:HGNC:10999]	0.00981	0.874	0.0587	0.956
ENSG00000260300	ENSG00000260300.5	RP11-505K9.4	NA	NA	0.028	0.874	0.0587	0.956
ENSG00000254707	ENSG00000254707.1	RP11-35J10.4	lncRNA	novel transcript	0.021	0.874	0.0586	0.956
ENSG00000188681	ENSG00000188681.11	TEKT4P2	transcribed_unprocessed_pseudogene	tektin 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:40046]	0.0319	0.874	0.0586	0.956
ENSG00000255198	ENSG00000255198.4	SNHG9	lncRNA	small nucleolar RNA host gene 9 [Source:HGNC Symbol;Acc:HGNC:33102]	0.0152	0.874	0.0586	0.956
